19396,949
19422,867
19422,949
19453,884
386,17326
386,19396
320,849
320,949
12500,867
12500,17326
12500,867
12512,320
17355,884
17490,320
17355,884
17490,320
849,12560
867,386
867,17377
867,386
16625,2010
16625,2222
16679,6392
16679,2010
6455,16679
6559,16625
6559,2222
6559,2010
19454,6392
19493,2248
19493,1856
19493,2248
1884,16625
2010,19490
1884,2222
2010,19396
2248,2010
2248,16679
2139,19490
2139,19490
15690,1265
15690,496
15704,462
15704,496
1336,462
1336,4421
1336,15823
1246,4395
4421,462
4421,451
4498,1246
4498,449
17827,1265
17731,1246
17827,1265
17827,1265
449,1265
496,1265
496,1265
449,15704
10294,5743
10258,8485
10258,8447
10258,8485
8485,5743
8485,10132
8468,10199
8468,10199
5596,8468
5645,10294
5596,8468
5596,17719
17889,8447
17827,5743
17827,10199
17719,8447
18123,10258
17965,5743
18123,5645
17965,10258
4191,8020
4191,7396
4191,2357
4214,2357
15010,2357
15010,4154
14982,4167
14982,7240
8019,4167
7972,2357
8019,4167
8019,4167
7342,2357
7376,2357
7376,4167
7376,15010
2456,4154
2456,7396
2456,15010
2450,7342
3569,18626
3672,18678
3672,18647
3672,9494
8231,18647
8231,18647
8199,9494
8199,3569
10432,3657
10432,9672
10432,9672
10495,18626
18626,3657
18647,10340
18626,3569
18678,3513
9521,8041
9521,8041
9662,10340
9521,3513
17043,8133
17022,13108
16948,12484
17022,13108
13108,12401
13108,12401
13108,4138
13107,17043
12484,13064
12484,13064
12484,13064
12422,4325
4287,13080
4138,12484
4138,8133
4287,8133
8049,13108
8051,17043
8051,4325
8121,16936
1002,1138
901,7365
1002,7244
1002,15609
15490,1138
15490,1138
15490,7331
15609,7365
7244,15491
7311,1155
7244,15491
7244,15491
1155,15491
1155,7311
1096,7244
1096,7244
0,7311
99,7244
99,901
0,15491
17986,13285
18079,19871
17986,13285
18079,13247
13184,19871
13184,8962
13227,17953
13184,19814
15314,19864
15314,19864
15270,19814
15270,13285
8996,13184
8895,19864
8895,15382
8895,15382
19871,15382
19871,13285
19814,15382
19814,13247
4777,5323
4767,5323
4865,5323
4849,8203
10409,4767
10481,4767
10372,5318
10409,4767
3416,4865
3383,4767
3341,4865
3383,4849
8054,4849
8147,10337
8147,10337
8147,4767
5176,4767
5318,4849
5176,4865
5300,4849
5138,11490
5018,13173
5138,17653
5138,11490
12981,17653
13173,17615
12981,17653
13147,11490
17615,13173
17572,12981
17615,5138
17590,5030
20256,11335
20228,11360
20256,11335
20228,13147
11335,17615
11335,17615
11464,13119
11464,17615
9109,2279
9109,2363
9079,2279
9109,2279
12504,2363
12504,9200
12404,2279
12362,2363
8713,7299
8806,2279
8713,2279
8713,7299
2364,9079
2364,9079
2313,9200
2363,7299
7226,8806
7226,8806
7299,9079
7299,9140
11743,6594
11743,6594
11743,8045
11903,11325
11193,8208
11193,11746
11193,8208
11129,6617
9108,8178
9108,6617
9108,6617
9265,6701
8178,11325
8178,11325
8178,11743
8142,9103
6641,9108
6641,11746
6701,8208
6701,8142
2235,11636
2240,20434
2235,17771
2235,11609
3745,17845
3745,20434
3745,2235
3775,2155
11636,17845
11667,20519
11636,3775
11667,17879
20519,11741
20548,11636
20519,11741
20519,17845
17845,20519
17756,11741
17845,11609
17845,20504
7796,3017
7689,7439
7684,2042
7800,7439
2907,1910
2907,7689
2907,1910
3038,7684
7466,2018
7615,10881
7615,10881
7466,7684
2042,3038
2042,3038
1873,7439
2042,3017
10768,7439
10888,3017
10768,7439
10768,2907
201,1095
201,18798
201,1106
38,13540
18820,184
18943,1095
18807,13411
18798,13540
13411,201
13395,18820
13395,1170
13395,49
17314,1095
17314,184
17450,13395
17450,13540
1170,17450
1095,17363
1170,13540
1170,49
12260,18350
12248,16239
12260,19624
12248,7095
7095,18494
7095,16239
7064,16126
7064,19730
18390,19624
18381,12260
18494,16074
18381,7064
16239,18350
16132,7159
16239,19591
16239,7054
19591,12168
19591,12168
19730,16074
19624,16074
7221,2583
7247,9291
7247,2583
7247,18410
9447,9595
9447,7221
9447,2505
9290,2505
2585,9270
2585,9291
2505,7221
2505,9291
18410,9621
18502,7295
18502,7295
18502,7247
9621,9270
9595,9270
9621,9291
9595,18502
5198,10996
5227,7443
5198,10252
5198,11111
11100,5181
11100,5181
10996,5227
11100,5353
10128,7507
10128,11111
10173,11100
10128,19254
7507,5353
7488,10238
7488,5181
7488,5181
19254,10964
19254,5181
19295,5181
19295,7507
18302,14317
18302,16244
18149,14282
18302,6537
6537,16076
6461,18246
6537,18302
6537,14256
14282,6540
14282,18246
14256,16244
14317,606
16076,18246
16261,14317
16076,18246
16261,14317
435,16076
522,6540
435,6398
435,16077
3682,17509
3682,8463
3643,8600
3682,8458
14516,17509
14582,8458
14421,17439
14432,8458
4812,8458
4857,14421
4812,3643
4812,17480
17439,8458
17439,8458
17439,3676
17419,14582
8463,14421
8600,14432
8458,3515
8578,17509
11740,15070
11719,15070
11698,14685
11698,11312
15469,11698
15635,14685
15469,15070
15635,14685
14650,15064
14658,11740
14679,11740
14650,11582
11229,11719
11312,14650
11312,14650
11229,14685
15064,11257
15064,15503
15064,14650
15119,11257
7085,13807
7085,20491
7085,13863
7149,20452
3201,13863
3201,7105
3201,13875
3097,13969
2828,13969
2694,20491
2752,3097
2752,13875
20466,3097
20537,2759
20537,2759
20537,13863
13875,3211
13807,7105
13875,2752
13875,2752
17602,8300
17615,2679
17615,3970
17602,8438
2679,17615
2679,8300
2711,4647
2679,8409
4090,4681
4043,2678
4043,4681
4090,8300
8300,2678
8300,17615
8300,17615
8438,2752
4647,8300
4564,8300
4564,2679
4647,8348
541,10203
541,10203
486,10203
437,13578
13511,6285
13392,10286
13392,10137
13511,10137
6287,503
6285,10203
6308,13392
6285,10203
16801,6308
16774,6287
16774,541
16801,10203
10286,437
10192,6308
10192,486
10192,13511
1903,18185
1967,18185
2057,6233
1967,6215
6664,1998
6664,6233
6664,1998
6663,6205
18159,6233
18226,6233
18185,6663
18142,1967
6233,6695
6187,18185
6233,6649
6187,18185
17646,6695
17646,6187
17533,18226
17533,6649
9573,8544
9599,3507
9599,3507
9573,3536
5708,6310
5683,3507
5683,9590
5683,3507
3507,9599
3536,8589
3507,8614
3536,6310
6248,3615
6248,3507
6248,5572
6322,9600
8589,5572
8605,9600
8605,9590
8605,9599
2226,2301
2089,4074
2089,2301
2226,2401
907,2422
886,2301
886,2184
886,4116
4116,886
3929,2115
3929,993
4116,2115
10794,2301
10913,2184
10794,2301
10794,2184
2422,2089
2401,886
2422,10915
2422,907
14907,177
14907,9985
15025,19256
14907,10000
9933,14935
9933,14935
9933,14935
9933,14935
19350,107
19256,14907
19350,107
19256,14877
137,14935
177,19240
137,9933
137,14935
9933,14935
9993,15025
9993,177
9933,14935
20029,15672
20029,15672
20029,15672
20145,677
15837,749
15837,20153
15672,7067
15672,7158
14287,7158
14252,821
14364,677
14252,677
7067,14284
7067,677
7126,15850
7067,677
749,14284
749,15841
661,7164
661,15841
17805,19655
17805,14182
17805,13011
17756,14166
14036,13014
14036,13011
14166,13029
14036,13014
19671,14697
19671,17781
19655,13014
19655,14697
14794,19655
14640,13020
14794,19655
14640,13014
13029,14794
13020,19655
13020,14182
13029,14697
10707,17187
10707,9368
10707,17147
10563,15891
17187,10508
17276,10563
17276,9309
17186,10563
18682,10571
18613,10508
18682,10563
18682,10571
15879,9313
15879,17187
16002,10571
16002,17187
9462,10508
9462,17186
9309,18735
9462,15999
1714,16939
1699,1642
1714,11386
1714,1464
1609,11383
1609,16912
1609,11386
1504,4568
17092,1725
16939,11386
16939,1464
16939,11472
11386,1464
11462,1464
11472,4575
11386,1464
4648,16912
4568,11383
4659,11386
4575,16912
313,13866
330,13263
330,8993
313,8934
13323,9009
13207,9009
13207,9009
13361,9009
13864,8934
13937,9009
13864,8934
13864,315
8993,13866
8993,330
9046,315
9046,13263
15679,315
15852,8993
15852,13263
15801,9009
15113,16921
15222,3100
15222,3100
15113,10554
14136,17047
14128,17080
14136,10684
14136,10684
17080,10554
17080,14104
17080,3192
17092,14136
3255,17092
3134,14104
3134,10684
3134,14104
10576,14104
10576,14128
10576,14128
10684,3134
7968,9169
7925,5810
7925,5822
7968,9169
5814,1710
5803,7940
5803,7842
5814,1571
1583,7940
1583,9257
1571,9257
1583,1758
1758,7968
1753,1571
1753,1571
1753,5822
9176,1627
9112,7940
9176,1627
9176,1571
15379,6953
15379,6863
15333,5132
15333,5074
6830,19544
6916,19463
6916,19463
6830,15386
4990,15281
4990,15379
5132,15305
5074,19463
15281,5084
15379,6863
15305,5132
15281,6953
19377,6830
19377,6863
19377,6916
19463,15319
11867,10631
11867,6524
11770,6524
11816,6524
10530,19085
10530,6524
10508,11816
10508,11890
19040,6558
19066,11890
19040,11770
19040,10631
5605,6524
5576,19010
5605,11816
5605,11770
6477,11770
6442,19010
6477,11890
6477,19085
18967,12851
19116,12952
19014,370
19084,12952
295,5461
298,12952
235,5441
295,5441
5514,235
5461,19116
5461,12952
5461,12952
12887,5441
12851,15891
12851,15891
12887,15863
15978,12886
15978,12851
15978,12851
15863,12952
12748,10722
12748,15096
12645,10771
12645,15096
15209,18464
15209,10851
15209,12748
15071,10851
18517,15040
18464,12748
18517,15040
18517,12748
10722,15209
10795,12748
10722,5329
10722,15209
5157,10771
5157,15096
5329,12748
5329,18415
16455,18518
16336,11371
16336,11371
16336,17147
15001,16325
14966,16416
15001,11427
14966,16455
18495,17224
18495,15010
18472,11371
18472,17147
17224,16416
17224,16416
17180,16455
17224,11509
11371,16416
11360,16455
11360,17180
11509,16416
13663,3762
13740,8485
13740,13491
13663,3762
7611,3888
7441,8485
7578,13491
7578,8485
8604,13576
8472,13746
8491,13746
8604,3888
13576,13663
13512,8491
13512,7473
13576,13746
3815,8472
3815,13743
3815,8472
3762,8485
18,13643
146,13714
146,14915
146,4462
4330,26
4462,14893
4419,19414
4462,13643
14893,4462
14892,13643
14893,4461
14893,19526
13631,4330
13616,14893
13631,4330
13616,19515
19526,13643
19526,4330
19414,13714
19526,13643
19251,18915
19265,3957
19251,18979
19265,3975
19117,19655
19093,19265
19093,4061
19093,19654
3957,18995
3957,19247
3957,18995
4061,19251
18902,19655
18856,19093
18856,18995
18902,19207
19667,18995
19667,19093
19640,18856
19667,19093
2712,4797
2780,2648
2871,2648
2871,4767
4910,2712
4797,3128
4910,11660
4910,2746
11553,4767
11553,2607
11553,3213
11609,2635
2635,11660
2624,3213
2624,3213
2624,11660
3128,11609
3128,11609
3128,2746
3146,4910
19607,20491
19730,13789
19607,18168
19676,17964
18129,19670
18175,20404
18175,20556
18175,20491
13647,20556
13780,19670
13780,20556
13780,18018
20485,13622
20556,17991
20485,18129
20404,18168
18111,13647
18111,19730
18018,19670
18018,13780
1543,9073
1512,7844
1512,9756
1512,7942
9747,1627
9747,7927
9696,1627
9747,8013
7959,9696
7959,9696
7927,9696
7927,9696
7959,1505
7830,9756
7942,9696
7959,9696
9102,7942
9102,7938
9197,9756
9102,7927
5140,7677
5059,6055
5140,7677
5140,7783
7745,15929
7783,15963
7817,5088
7783,15963
16031,7783
16031,6062
15983,7817
16031,7817
15546,15963
15546,7677
15635,5088
15635,7677
6100,15963
6104,7817
6104,5140
6100,5140
3125,19847
3125,2021
3110,7658
3140,7658
2031,3904
1978,19803
1978,7790
1978,7658
7632,3125
7790,3779
7766,19860
7766,19803
19933,7658
19933,7790
19933,7658
19803,7632
3904,3198
3795,1978
3795,3198
3779,19860
20253,9724
20339,9665
20188,12145
20253,9724
12424,9580
12424,9580
12560,9852
12560,12089
12130,9665
12130,9657
12145,9580
12130,20253
9503,12089
9580,9724
9580,9799
9657,12471
9698,12089
9724,9665
9698,20350
9698,9657
19916,6282
19778,6245
19778,17153
19778,16265
16298,19905
16371,16157
16371,6245
16371,17153
16246,16461
16265,16461
16246,19809
16265,19809
17140,6282
17139,19809
17140,16461
17140,6274
6296,19905
6274,16246
6274,17153
6274,16461
20064,3349
20064,3421
20018,3349
20064,6665
6652,20168
6791,6991
6652,20168
6791,6991
598,3349
598,20168
570,3349
570,3349
6991,20168
6991,3421
6809,20168
6809,6665
3494,6991
3358,20168
3494,560
3358,20168
20206,13906
20393,6053
20393,14423
20393,13906
13842,6053
13914,16276
13842,14606
13842,14606
14551,6053
14551,20206
14622,13906
14622,16333
6151,20206
6151,13906
6052,14423
6151,20206
16333,13842
16277,14423
16333,13914
16277,13842
12912,9276
12888,8877
12888,14102
12880,9276
10068,9295
10048,9276
10048,14009
10048,9276
9284,12915
9408,14009
9408,14009
9408,9949
8888,12888
8888,12880
8888,9966
8916,9408
14172,9295
14172,12888
14172,9276
14009,8916
5433,2413
5513,11215
5513,718
5375,11143
11143,2413
11227,5396
11227,2290
11227,5433
2348,5375
2348,11180
2290,694
2348,5396
12780,5396
12903,718
12780,5375
12903,2290
718,2413
694,5433
694,5375
718,5396
16901,9877
16912,9316
16912,2912
16901,9877
3007,17053
3007,7096
2912,9812
2912,9290
7196,2912
7179,3007
7196,3079
7196,2897
9723,3079
9723,17006
9877,9301
9877,17053
9333,9723
9301,2897
9290,7007
9301,3079
12938,5515
12947,1301
12938,1315
12938,5434
5417,12947
5417,12947
5417,12947
5367,12779
15461,12938
15617,5515
15617,12917
15617,12917
1315,15634
1395,12938
1288,12947
1400,5515
1300,5434
1300,15634
1400,5515
1300,5515
710,14529
710,14563
798,3932
798,18781
18754,710
18754,14470
18781,3988
18754,14485
14563,18781
14529,3754
14529,3725
14563,18781
3988,18781
4029,3774
4029,14470
4029,3774
3744,14563
3754,14529
3744,14470
3754,3918
14414,8254
14318,8254
14414,8254
14414,8254
8290,14394
8254,14394
8243,18070
8363,14394
10400,14280
10400,14280
10400,16850
10472,18103
18103,10300
18103,16850
18103,8290
18123,10400
16850,18070
16733,10300
16798,8254
16869,18123
1842,12750
1672,12750
1672,20124
1672,3320
12606,20184
12606,1765
12606,3337
12703,9767
3450,9823
3380,20085
3450,9836
3320,12750
9767,3320
9716,1765
9767,20124
9767,3320
20013,9836
20124,1765
20013,3320
20013,1672
12336,6496
12339,1001
12339,1001
12339,1001
13402,1001
13402,19945
13492,19978
13402,19967
6480,19978
6480,1001
6480,1001
6522,13517
19978,13492
19945,13492
19815,13402
19815,13517
954,19945
955,13567
955,6504
955,6522
18581,11976
18581,11976
18581,11976
18578,1323
12015,11852
12015,18577
11976,11852
12015,11751
11768,11976
11809,11986
11809,12127
11852,11986
1323,8414
1373,8267
1373,11751
1323,8399
8399,1392
8399,1392
8414,11986
8267,1392
5954,4740
5954,11472
5797,4253
5954,4853
13793,4740
13793,5797
13609,4853
13609,4853
11398,5915
11471,4740
11471,5915
11471,5911
4861,13623
4853,11471
4853,11472
4750,5915
4262,4740
4250,5915
4262,5954
4262,5911
11750,14104
11820,14104
11750,14104
11820,14104
14136,626
14014,777
14014,11823
14014,11773
10614,11062
10614,14104
10614,626
10647,14014
665,11823
734,11820
665,14104
734,11010
11010,626
10963,626
11010,626
11010,11820
5035,5474
5035,5474
5008,5375
5008,5478
12615,15081
12732,15195
12615,15185
12651,7527
15081,5375
15195,7431
15081,5488
15081,5488
7527,15185
7527,5488
7527,5375
7431,5478
5488,15195
5474,7618
5375,5035
5488,5053
15728,19103
15728,16550
15860,13136
15860,16526
13911,13084
13829,15772
13911,16662
13911,16662
16526,13084
16526,12985
16662,12985
16550,18960
12985,13927
12985,19098
13019,16662
12985,19098
19098,15843
18970,13136
19103,13136
19098,16662
19302,18837
19247,18821
19225,6045
19247,6040
14564,6029
14566,6045
14564,6029
14564,6029
13353,18849
13353,6045
13353,6040
13359,6045
18821,13355
18821,14564
18917,6029
18917,6029
6107,14530
6107,14564
6045,14530
6045,14530
16526,17275
16526,16024
16526,17275
16632,16024
10303,8790
10427,16018
10427,16024
10427,17255
16018,16583
15983,10303
15983,16583
16018,17187
8742,16024
8742,17187
8761,17275
8742,16024
17255,16651
17187,16024
17263,10303
17263,16583
4717,20149
4560,4375
4560,16870
4560,20117
4375,20061
4405,4649
4405,20080
4405,4717
16706,4560
16870,20061
16812,4680
16877,20061
3696,20149
3651,20080
3572,4649
3696,4680
20149,3696
20117,4560
20149,16706
20149,4649
14775,20428
14775,16763
14745,2915
14775,2915
14775,2915
14745,2915
14745,2915
14745,3078
16704,3078
16704,14709
16700,20597
16704,14663
2978,14697
3069,20597
2978,14791
2978,14791
20428,14709
20435,14741
20435,14663
20428,14791
4400,8989
4464,7628
4464,7628
4464,7622
18626,7622
18638,4384
18600,7769
18600,7628
7628,18626
7662,2833
7662,4384
7662,4382
2725,7769
2836,7769
2725,4384
2725,7769
9028,4384
8989,7769
9028,4384
8989,18626
12712,6879
12760,6879
12712,10021
12712,6879
6907,9982
6907,9982
6834,2648
6834,9982
2528,6976
2668,12671
2528,10061
2528,6976
10021,6839
9965,2668
10021,6839
10021,6839
6954,9982
6907,12671
6907,9982
6907,12671
11008,2105
11008,5965
11008,5965
11114,12256
2170,5800
2170,5800
2078,16556
2170,5818
12174,16568
12321,5965
12321,2105
12189,5965
16596,5965
16596,12256
16502,12189
16502,5965
5800,16568
5925,2078
5925,2105
5818,12321
2498,5842
2555,1843
2555,8374
2555,8374
1746,2646
1746,2579
1746,8374
1818,5842
8438,2579
8438,4575
8436,2579
8436,2579
4694,8436
4572,8288
4705,1818
4705,5842
5928,2498
5973,2579
5973,2579
5973,2579
3388,1540
3420,8854
3420,8854
3420,8854
1517,8854
1517,8854
1559,17676
1517,8854
8856,3076
8812,3388
8856,1503
8856,2901
17691,3420
17691,8856
17676,3380
17691,1517
2901,3388
2901,1540
3076,8854
3076,8854
8714,17479
8785,17491
8785,5758
8714,17491
5216,17508
5309,17508
5309,12111
5309,17491
17453,8825
17479,5758
17479,5172
17479,5758
12014,5712
12014,5712
12111,17491
12014,8801
5733,12111
5714,8801
5714,17491
5733,5172
12110,16132
12042,16132
12042,16085
12110,16085
10915,12340
10745,16085
10745,12073
10745,13364
12263,16132
12340,13266
12263,16136
12263,13266
13275,12073
13275,10814
13275,16132
13266,12340
16136,12042
16136,12291
16085,12134
16085,12110
14338,10129
14237,6751
14234,11589
14338,10099
11733,10224
11733,10224
11733,244
11678,14382
397,11715
365,10129
397,10099
397,10099
10099,11678
10224,365
10224,6603
10224,6603
6742,11589
6751,11715
6751,10129
6751,11715
11253,18170
11253,1183
11253,18170
11178,18300
18300,11235
18170,1117
18170,1186
18300,1122
1119,18160
1119,11178
1119,11235
1081,20355
20273,1186
20363,11235
20363,1186
20273,1081
1119,20273
1119,11158
1119,11235
1081,11253
11032,16291
11115,4305
11032,16442
11032,16291
4305,15347
4314,11093
4305,6015
4305,15347
15256,4314
15347,11093
15256,16442
15347,16402
6169,16442
6169,16442
6169,16442
6015,4210
16442,6010
16306,15270
16306,15270
16306,6010
